date,m-1,m0,m1,m2,m3,m4,hm0,fp,tp,dp,sprp,tm02,tm,e,v,Qp,hs,ts,h10,hmax,tz,thmax,hmaxhs,corr_H,corr_T
2012-07-15 11:00:00,-0.04,0.26,0.04,0.01,0.00,0.00,2.06,0.11,9.01,125.02,35.86,5.82,6.41,0.99,0.46,2.05,1.86,7.59,2.34,3.66,5.74,7.81,1.97,0.29,0.27
2012-07-15 12:00:00,-0.05,0.31,0.05,0.01,0.00,0.00,2.24,0.10,9.65,135.57,30.53,6.19,6.78,0.99,0.45,2.23,2.08,7.81,2.54,2.99,6.46,7.81,1.44,0.46,0.29
2012-07-15 13:00:00,-0.04,0.25,0.04,0.01,0.00,0.00,2.01,0.11,9.01,138.65,30.25,5.98,6.53,0.99,0.44,2.17,1.84,7.83,2.37,3.12,6.13,7.03,1.69,0.21,0.19
2012-07-15 14:00:00,-0.03,0.21,0.03,0.01,0.00,0.00,1.85,0.10,9.65,134.28,33.71,5.89,6.51,0.99,0.47,2.13,1.78,7.96,2.27,3.00,6.55,9.37,1.68,0.19,0.15
2012-07-15 15:00:00,-0.04,0.24,0.04,0.01,0.00,0.00,1.95,0.13,7.95,137.48,28.19,6.02,6.58,0.99,0.44,2.12,1.80,7.79,2.15,2.62,6.35,7.03,1.46,0.27,0.16
2012-07-15 16:00:00,-0.04,0.23,0.04,0.01,0.00,0.00,1.94,0.12,8.45,135.60,31.04,6.07,6.59,0.99,0.42,2.11,1.82,7.62,2.25,2.99,6.33,7.81,1.64,0.33,0.23
2012-07-15 17:00:00,-0.03,0.18,0.03,0.01,0.00,0.00,1.71,0.10,9.65,128.66,32.25,5.68,6.21,0.98,0.44,1.68,1.59,7.30,2.00,2.35,6.04,8.60,1.48,0.17,0.15
2012-07-15 18:00:00,-0.03,0.21,0.03,0.01,0.00,0.00,1.82,0.11,9.01,142.44,35.68,5.92,6.46,0.99,0.44,1.78,1.67,7.68,2.04,2.68,6.24,7.03,1.60,0.38,0.18
2012-07-15 19:00:00,-0.03,0.20,0.03,0.01,0.00,0.00,1.77,0.11,9.01,129.65,24.80,5.99,6.62,0.99,0.47,2.16,1.64,7.81,2.12,2.77,6.36,7.03,1.69,0.40,0.21
2012-07-15 20:00:00,-0.03,0.17,0.03,0.01,0.00,0.00,1.67,0.11,9.01,141.29,34.61,5.89,6.51,0.99,0.47,2.05,1.60,7.90,1.91,2.49,6.32,7.03,1.55,0.27,0.17
2012-07-15 21:00:00,-0.03,0.17,0.03,0.00,0.00,0.00,1.64,0.10,9.65,141.65,41.68,5.87,6.49,0.99,0.47,1.84,1.47,7.50,1.78,2.36,6.14,7.82,1.60,0.26,0.30
2012-07-15 22:00:00,-0.02,0.14,0.02,0.00,0.00,0.00,1.50,0.12,8.45,138.72,37.26,5.62,6.19,0.98,0.46,1.86,1.42,7.42,1.71,2.56,6.12,6.25,1.80,0.23,0.13
2012-07-15 23:00:00,-0.02,0.15,0.02,0.00,0.00,0.00,1.54,0.10,9.65,141.50,37.38,5.87,6.52,0.99,0.48,1.80,1.47,7.63,1.77,2.07,6.32,7.03,1.41,0.33,0.12
2012-07-16 00:00:00,-0.02,0.15,0.02,0.00,0.00,0.00,1.57,0.11,9.01,138.34,30.59,5.79,6.43,0.98,0.48,1.82,1.45,7.75,1.80,2.22,6.14,7.03,1.53,0.18,0.11
2012-07-16 01:00:00,-0.02,0.15,0.02,0.00,0.00,0.00,1.54,0.11,9.01,139.26,33.61,5.92,6.58,0.99,0.49,2.13,1.47,8.15,1.74,2.07,6.47,7.81,1.40,0.41,0.30
2012-07-16 02:00:00,-0.02,0.14,0.02,0.00,0.00,0.00,1.49,0.11,9.01,133.08,32.33,5.92,6.57,0.99,0.48,1.99,1.39,7.51,1.76,2.43,6.22,7.82,1.75,0.29,0.12
2012-07-16 03:00:00,-0.02,0.14,0.02,0.00,0.00,0.00,1.52,0.12,8.45,134.40,26.60,5.58,6.38,0.98,0.56,2.02,1.45,7.96,1.84,2.34,5.91,7.82,1.61,0.35,0.18
2012-07-16 04:00:00,-0.02,0.15,0.02,0.00,0.00,0.00,1.54,0.12,8.45,135.48,30.44,5.97,6.62,0.99,0.48,2.11,1.49,7.88,2.01,2.55,6.18,8.59,1.71,0.42,0.34
2012-07-16 05:00:00,-0.02,0.13,0.02,0.00,0.00,0.00,1.44,0.11,9.01,128.74,37.47,6.02,6.67,0.99,0.48,2.08,1.39,8.06,1.78,2.42,6.36,7.81,1.74,0.33,0.19
2012-07-16 06:00:00,-0.02,0.13,0.02,0.00,0.00,0.00,1.44,0.11,9.01,124.35,35.94,5.98,6.63,0.99,0.48,2.02,1.33,7.98,1.61,2.20,6.49,7.81,1.66,0.30,0.05
2012-07-16 07:00:00,-0.02,0.13,0.02,0.00,0.00,0.00,1.46,0.11,9.01,139.07,31.48,6.01,6.77,0.99,0.52,2.23,1.41,8.17,1.77,2.32,6.44,8.59,1.65,0.35,0.25
2012-07-16 08:00:00,-0.02,0.13,0.02,0.00,0.00,0.00,1.44,0.10,9.65,137.54,35.64,5.89,6.61,0.99,0.51,2.00,1.36,8.20,1.69,2.01,6.23,7.03,1.47,0.31,0.23
2012-07-16 09:00:00,-0.02,0.12,0.02,0.00,0.00,0.00,1.41,0.11,9.01,130.67,35.95,5.89,6.59,0.99,0.50,2.19,1.32,8.00,1.59,1.74,6.30,7.03,1.32,0.36,0.26
2012-07-16 10:00:00,-0.02,0.13,0.02,0.00,0.00,0.00,1.46,0.10,9.65,133.05,37.45,6.17,6.97,0.99,0.52,2.40,1.37,8.45,1.62,1.96,6.68,7.82,1.43,0.45,0.42
2012-07-16 11:00:00,-0.02,0.14,0.02,0.00,0.00,0.00,1.49,0.11,9.01,124.41,37.19,6.27,7.00,0.99,0.50,2.32,1.46,8.29,1.79,2.28,6.32,7.81,1.56,0.42,0.28
2012-07-16 12:00:00,-0.02,0.12,0.02,0.00,0.00,0.00,1.42,0.10,10.40,94.17,44.07,5.88,6.67,0.99,0.54,1.86,1.33,8.11,1.68,2.08,6.33,10.16,1.57,0.24,0.16
2012-07-16 13:00:00,-0.02,0.14,0.02,0.00,0.00,0.00,1.50,0.10,9.65,120.56,40.72,5.97,6.80,0.99,0.55,2.10,1.40,8.06,1.78,2.33,5.90,8.59,1.67,0.40,0.23
2012-07-16 14:00:00,-0.02,0.14,0.02,0.00,0.00,0.00,1.48,0.10,9.65,115.33,42.56,5.83,6.76,0.99,0.59,2.42,1.36,7.95,1.82,2.36,5.62,8.60,1.73,0.39,0.20
2012-07-16 15:00:00,-0.02,0.14,0.02,0.00,0.00,0.00,1.49,0.10,9.65,118.66,45.72,5.50,6.40,0.98,0.60,1.97,1.35,7.94,1.66,2.22,6.14,10.16,1.64,0.37,0.35
2012-07-16 16:00:00,-0.03,0.17,0.03,0.01,0.00,0.00,1.66,0.11,9.01,130.71,32.02,5.83,6.75,0.99,0.58,2.54,1.53,8.30,1.99,2.50,6.15,8.59,1.63,0.41,0.14
2012-07-16 17:00:00,-0.02,0.16,0.02,0.00,0.00,0.00,1.63,0.10,10.40,105.43,35.95,5.93,6.77,0.99,0.55,2.05,1.51,8.12,1.89,2.55,6.10,8.59,1.69,0.38,0.30
2012-07-16 18:00:00,-0.02,0.17,0.02,0.00,0.00,0.00,1.66,0.11,9.01,128.80,40.21,6.07,6.92,0.99,0.55,2.51,1.51,8.30,1.88,2.33,6.48,8.60,1.54,0.36,0.19
2012-07-16 19:00:00,-0.02,0.17,0.02,0.00,0.00,0.00,1.63,0.10,9.65,126.64,42.21,5.98,6.90,0.99,0.58,2.50,1.49,8.42,1.93,2.25,6.26,8.59,1.51,0.43,0.30
2012-07-16 20:00:00,-0.02,0.15,0.02,0.00,0.00,0.00,1.56,0.10,9.65,126.20,35.34,5.83,6.70,0.99,0.57,2.56,1.48,8.69,1.88,2.35,6.31,8.59,1.59,0.41,0.33
2012-07-16 21:00:00,-0.03,0.21,0.03,0.01,0.00,0.00,1.85,0.10,9.65,121.13,43.16,6.08,6.96,0.99,0.55,2.58,1.75,8.62,2.31,3.11,6.48,8.60,1.78,0.49,0.35
